departamento,provincia,ubigeo,pob2017,pob2020,pobreza,desempleo_n,ingreso_porc,nosec25,nosec25_porc,p65amas,p65amas_porc,p17amenos,p17amenos_porc,pmayorde5disc,pmayorde5disc_porc,hogarmonop,pobind,esp2dalengua,esp2dalengua_porc,vivprecaria,hacinam,carret_asfalt,adultos_hta_freq,adultos_hyperchol_freq,adultos_ecv_freq,adultos_asma_freq,adultos_epoc_freq,tabaco,cancer_c,cancer_d,vih,obes_imc30_freq,adultos_diabetes_freq,densidadpob,mortalidad_iras,mortalidad_irasx100000,n_camas_hospitalarias,n_camas_uci,n_medicos,n_ventiladores,gastoregsalud_porc,gastoxcapitasalud,labcovid,n_emergencia,desempleo_porc,hogarmonop_porc,hacinam_porc,hta_porc,coles_porc,ecv_porc,asma_porc,epoc_porc,obesidad_porc,diabetes_porc,cancer_n,cancer_porc,camas_hospix100mil,camas_ucix100mil,medicosx100mil,ventiladoresx100mil,labcovidx100mil,emergenciax100mil
CUSCO,CHUMBIVILCAS,807,66410,70143,28,49686,392.79,24475,.36854389,9804.332899999999,.14763338,26751.287,.40282017,7818,.11772323,10841,.93924002,55001,.8282035800000001,.83312349,9560,.00354026,118,403,4,29,511,14.45,32,99,37.71,1682,15,12.364366,12,18.069568,67,1,47,0,.9954592799999999,36.43407,3,5,.7481704,.1632435,.1439542,.0017768,.0060684,.0000602,.0004367,.0076946,.0253275,.0002259,131,.0019726,100.8884,1.505797319680771,70.77248,13.6286,4.517392,7.528986
CUSCO,CUSCO,801,447588,511019,184,214383,1195.5,42257,.09441048,44872.762,.10025461,140245.5,.31333615,45294,.10119574,95954,.64661975,137050,.30619677,.18779717,46540,.47809158,1054,3801,633,552,1785,14.45,3800,5602,157.29,10702,968,725.42626,103,23.012234,1179,36,569,61,.9954592799999999,36.43407,3,5,.478974,.2143802,.1039796,.0023548,.0084922,.0014142,.0012333,.003988,.0239104,.0021627,9402,.0210059,263.4119,8.043111075363951,127.1258,13.6286,.6702592000000001,1.117099
CUSCO,ESPINAR,808,57582,62059,107,37432,695.03,16385,.28455073,7216.0014,.12531696,21702.97,.37690545,7061,.12262513,12737,.9022744700000001,37933,.65876489,.66955162,7062,.17077731,42,164,2,15,233,14.45,35,250,8.932,1205,26,10.841842,7,12.156577,51,5,50,0,.9954592799999999,36.43407,3,2,.6500642,.2211976,.1226425,.0007294,.0028481,.0000347,.0002605,.0040464,.0209267,.0004515,285,.0049495,88.56934,8.683269077142162,86.83269,13.6286,5.209961,3.473308
CUSCO,LA CONVENCION,809,147148,167910,128,82493,590.4,41595,.28267459,17820.05,.12110291,54759.663,.37214004,16039,.1089991,21253,.62326861,76805,.52195748,.64250749,22975,.02917031,650,2852,68,335,1106,14.45,393,1204,69.54000000000001,7962,632,4.8786181,0,0,351,3,141,0,.9954592799999999,36.43407,3,18,.5606124,.1444328,.1561353,.0044173,.0193818,.0004621,.0022766,.0075162,.0541088,.004295,1597,.010853,238.5354,2.038763693696143,95.82189,13.6286,2.038764,12.23258
CUSCO,PARURO,810,25567,26644,57,18974,226.79,10967,.42895138,4606.42,.18017053,9321.2731,.3645822,2764,.10810811,2750,.90378736,22183,.86764188,.91835972,3902,.24024792,109,86,3,7,113,14.45,21,56,48.15228,631,35,12.886593,2,7.8225838,24,0,14,0,.9954592799999999,36.43407,3,3,.7421286,.1075605,.1526186,.0042633,.0033637,.0001173,.0002738,.0044198,.0246803,.001369,77,.0030117,93.871,0,54.75809,13.6286,11.73388,11.73388
CUSCO,PAUCARTAMBO,811,42504,47579,35,28326,235.48,17054,.40123283,4650.4228,.10941142,19555.896,.46009542,4072,.09580275,5156,.93088498,34251,.80583004,.85183941,7538,.06875142,52,68,0,19,78,14.45,11,72,29.86,1219,19,6.7520147,4,9.410879,47,0,21,0,.9954592799999999,36.43407,3,4,.6664314,.1213062,.177348,.0012234,.0015998,0,.000447,.0018351,.0286797,.000447,83,.0019528,110.5778,0,49.40712,13.6286,7.058159,9.410879
CUSCO,QUISPICANCHI,812,87430,101735,62,60382,420.78,28968,.33132792,9721.9622,.1111971,37961.474,.43419278,8122,.09289717,14176,.86759084,60686,.69410957,.73351159,24703,.04858242,316,413,5,47,140,14.45,58,113,150.65,3020,154,11.557171,0,0,81,0,40,0,.9954592799999999,36.43407,3,5,.6906325,.1621411,.282546,.0036143,.0047238,.0000572,.0005376,.0016013,.0345419,.0017614,171,.0019559,92.64555,0,45.75089,13.6286,3.431316,5.718861
CUSCO,URUBAMBA,813,60739,70043,131,33780,827,14122,.232503,7324.9897,.1205978,21305.816,.35077654,5095,.0838835,8700,.83230942,33160,.54594248,.58641178,7558,.04471941,63,353,9,56,79,14.45,34,67,51.68,1314,41,42.196564,7,11.524721,45,0,35,0,.9954592799999999,36.43407,3,5,.5561501,.1432358,.1244341,.0010372,.0058118,.0001482,.000922,.0013006,.0216335,.000675,101,.0016629,74.08749,0,57.6236,13.6286,4.939166,8.231942999999999
HUANCAVELICA,ACOBAMBA,902,38208,37503,66,25330,269.35,13441,.35178497,5012.1515,.13118068,15175.726,.39718714,2572,.06731575,6087,.9100743100000001,29407,.76965557,.87090164,5279,.00225674,205,329,18,47,1064,17.2,42,297,136.62,1431,72,41.949013,4,10.469012,66,0,38,0,.99813466,206.6936,1,6,.6629502,.1593122,.1381648,.0053654,.0086108,.0004711,.0012301,.0278476,.0374529,.0018844,339,.0088725,172.7387,0,99.45560999999999,16.51398,2.617253,15.70352
HUANCAVELICA,ANGARAES,903,49207,53901,33,35481,329.18,15682,.31869449,6035.8108,.12266163,20912.596,.4249923,4235,.08606499,8872,.8988096800000001,34632,.7038023,.7737064299999999,7178,.00663684,235,890,9,12,831,17.2,69,334,30.04,1581,72,25.118428,0,0,50,3,33,0,.99813466,206.6936,1,6,.7210559,.1802996,.1458736,.0047757,.0180869,.0001829,.0002439,.0168878,.0321296,.0014632,403,.0081899,101.6116,6.09669355985937,67.06363,16.51398,2.032231,12.19339
HUANCAVELICA,CASTROVIRREYNA,904,13982,14588,89,8373,555.28,4074,.29137462,2795.5723,.19994081,5190.8877,.37125502,1809,.12938063,3087,.59213382,3748,.26805893,.7729421,2321,.00463164,92,154,4,7,587,17.2,19,96,99.23,1111,26,3.5089921,0,0,24,0,30,0,.99813466,206.6936,1,6,.5988414,.2207839,.1659991,.0065799,.0110142,.0002861,.0005006,.0419826,.0794593,.0018595,115,.0082249,171.6493,0,214.5616,16.51398,7.152052,42.91232
HUANCAVELICA,CHURCAMPA,905,32538,33883,68,21002,360.4,11575,.35573791,4786.9199,.14711783,13176.852,.40496811,2883,.08860409,5458,.86506351,23835,.73252812,.8604483000000001,4624,.07820749,194,1882,11,62,984,17.2,45,106,85.34999999999999,982,75,30.352612,3,9.219988900000001,31,0,29,0,.99813466,206.6936,1,4,.6454607,.1677423,.1421108,.0059623,.0578401,.0003381,.0019055,.0302416,.0301801,.002305,151,.0046407,95.27321999999999,0,89.12656,16.51398,3.07333,12.29332
HUANCAVELICA,HUANCAVELICA,901,115054,121265,91,75512,567.85,28662,.24911781,15029.093,.13062642,44830.887,.38965083,11624,.10103082,24518,.78818814,60142,.52272846,.62612515,15923,.00611407,720,1223,79,130,2668,17.2,173,1257,206.11,4999,194,27.289848,21,18.252299,226,16,159,19,.99813466,206.6936,1,17,.6563179,.2130999,.1383959,.0062579,.0106298,.0006866,.0011299,.0231891,.0434492,.0016862,1430,.0124289,196.4295,13.90651346324335,138.196,16.51398,.8691571,14.77567
HUANCAVELICA,HUAYTARA,906,17247,18182,117,11750,574.33,5827,.33785586,3910.6853,.22674583,5796.1,.33606424,2277,.13202296,3648,.60914968,5870,.34034905,.8569653699999999,2693,.00282904,206,177,4,39,966,17.2,11,53,41.82,1174,30,2.6704798,0,0,31,0,36,0,.99813466,206.6936,1,3,.6812779,.211515,.1561431,.0119441,.0102627,.0002319,.0022613,.0560097,.0680698,.0017394,64,.0037108,179.7414,0,208.7319,16.51398,5.79811,17.39433
HUANCAVELICA,TAYACAJA,907,81403,85995,52,50656,432.97,27867,.34233382,11213.242,.13774974,31813.999,.39082096,7582,.09314153,12810,.78805215,50576,.62130388,.84063942,11830,.00944764,128,696,27,104,3534,17.2,98,618,159.6,2900,48,24.148027,7,8.5991917,97,4,83,0,.99813466,206.6936,1,15,.6222867,.1573652,.1453263,.0015724,.0085501,.0003317,.0012776,.0434136,.0356252,.0005897,716,.0087957,119.1602,4.913823814847118,101.9618,16.51398,1.228456,18.42684
HUANUCO,AMBO,1002,50880,53247,88,32634,470.76,18533,.36424921,7696.4355,.15126642,18710.901,.36774569,4286,.08423742,8588,.40013144,13071,.25689858,.6657375800000001,9227,0,326,1412,4,116,88,16.06,45,88,105.3,3977,273,32.182163,10,19.654088,54,0,33,0,.95992956,19.66055,1,0,.6413915,.1687893,.1813483,.0064072,.0277516,.0000786,.0022799,.0017296,.0781643,.0053656,133,.002614,106.1321,0,64.85849,6.475867,1.965409,0
HUANUCO,DOS DE MAYO,1003,33258,32427,71,23466,548.75,10956,.3294245,4627.7727,.13914765,13825.335,.41569954,3469,.10430573,6552,.60636968,15463,.46494077,.82953471,5640,.01471565,120,606,4,11,215,16.06,20,86,3,2152,56,23.097758,2,6.0135907,83,0,20,0,.95992956,19.66055,1,1,.7055746000000001,.1970052,.1695833,.0036082,.0182212,.0001203,.0003307,.0064646,.0647062,.0016838,106,.0031872,249.564,0,60.13591,6.475867,3.006795,3.006795
HUANUCO,HUACAYBAMBA,1004,16551,16372,11,13174,337.07,5573,.33671681,2147.5297,.12975226,7130.6001,.43082594,1207,.07292611,3006,.49539062,12652,.76442511,.96053269,1854,0,117,508,4,34,52,16.06,33,59,14.57,1015,29,9.491885099999999,1,6.041931,3,0,9,0,.95992956,19.66055,1,0,.795964,.1816204,.1120174,.0070691,.030693,.0002417,.0020543,.0031418,.0613256,.0017522,92,.0055586,18.12579,0,54.37738,6.475867,6.041931,0
HUANUCO,HUAMALIES,1005,52039,52095,73,34977,478.54,17915,.34426103,7441.2493,.1429937,21057.085,.40464047,5915,.11366475,9817,.64886764,28762,.55270086,.83483748,7436,.02171009,336,1451,3,99,274,16.06,52,119,14.09,3874,212,16.546582,4,7.6865428,67,0,43,0,.95992956,19.66055,1,1,.6721305,.188647,.1428928,.0064567,.0278829,.0000576,.0019024,.0052653,.0744442,.0040739,171,.003286,128.7496,0,82.63033,6.475867,1.921636,1.921636
HUANUCO,HUANUCO,1001,293397,315799,150,167160,828.53,64425,.21958302,32126.828,.10949951,102957.78,.35091625,27285,.09299686,68935,.4168018,63822,.21752779,.43050963,39722,.10139086,621,3777,149,536,590,16.06,364,1526,348.15,14024,925,72.929903,80,27.266809,437,28,273,19,.95992956,19.66055,1,2,.56974,.2349547,.1353865,.0021166,.0128733,.0005078,.0018269,.0020109,.0477987,.0031527,1890,.0064418,148.9449,9.54338319751054,93.04799,6.475867,.3408351,.6816702
HUANUCO,LAURICOCHA,1010,18913,17114,93,12805,570.62,4956,.26204198,2716.4282,.14362757,7113.6896,.37612698,1653,.0874002,3363,.54528328,4726,.24988103,.93250412,3306,.00247833,54,425,6,17,144,16.06,22,32,17.28,1089,21,10.16828,4,21.149474,25,0,18,0,.95992956,19.66055,1,0,.6770476,.1778142,.1748004,.0028552,.0224713,.0003172,.0008989,.0076138,.0575794,.0011103,54,.0028552,132.1842,0,95.17263,6.475867,5.287368,0
HUANUCO,LEONCIO PRADO,1006,127793,138275,156,71059,812.47,28947,.22651475,11721.781,.09172475,46987.252,.36768252,12730,.09961422,28759,.2300351,18907,.1479502,.30081721,19130,0,948,3409,64,414,393,16.06,216,1163,87.22,6507,1360,25.801183,12,9.3901857,235,11,85,0,.95992956,19.66055,1,1,.5560477,.2250436,.1496952,.0074182,.026676,.0005008,.0032396,.0030753,.0509183,.0106422,1379,.0107909,183.8911,8.607670216678535,66.51382,6.475867,.7825155,.7825155
HUANUCO,MARAÑON,1007,26622,29160,77,18748,442.01,8993,.33780332,2657.3552,.09981802,12117.715,.45517672,2609,.09800165,4253,.42660669,6020,.22612877,.83739952,3385,0,158,559,2,78,220,16.06,8,58,84.145,1841,61,5.54394,3,11.268875,12,0,13,0,.95992956,19.66055,1,0,.7042296,.1597551,.1271505,.0059349,.0209977,.0000751,.0029299,.0082638,.0691533,.0022913,66,.0024792,45.0755,0,48.83179,6.475867,3.756292,0
HUANUCO,PACHITEA,1008,49159,50086,37,31086,356.39,20143,.40975203,4740.4983,.09643195,21582.748,.4390396,3159,.06426087,8664,.67152219,24501,.49840314,.80693964,8308,0,106,513,6,131,115,16.06,46,225,17.068,2376,159,18.691635,5,10.171078,18,0,23,0,.95992956,19.66055,1,0,.6323562,.1762444,.1690026,.0021563,.0104355,.0001221,.0026648,.0023393,.048333,.0032344,271,.0055127,36.61588,0,46.78696,6.475867,2.034215,0
HUANUCO,PUERTO INCA,1009,32538,36987,137,18066,649.92,9801,.30121704,2406.3733,.07395578,14952.327,.4595343,2259,.06942652,4407,.20173421,3468,.10658307,.15622495,5565,0,215,949,5,96,116,16.06,20,52,84.23,2584,171,3.2820254,1,3.0733296,64,0,20,0,.95992956,19.66055,1,0,.5552278,.1354416,.1710308,.0066077,.0291659,.0001537,.0029504,.0035651,.0794148,.0052554,72,.0022128,196.6931,0,61.46659,6.475867,3.07333,0
HUANUCO,YAROWILCA,1011,19897,18705,53,14952,269.33,7321,.36794492,3501.2489,.17596868,8439.2912,.42414893,2074,.10423682,4173,.88251827,14025,.70488013,.93507509,3536,0,49,187,2,29,181,16.06,16,51,38.995,1367,18,26.180263,0,0,7,0,19,0,.95992956,19.66055,1,0,.7514701,.2097301,.1777152,.0024627,.0093984,.0001005,.0014575,.0090968,.0687038,.0009047,67,.0033673,35.18118,0,95.49178000000001,6.475867,5.025883,0
ICA,CHINCHA,1102,226113,262110,195,116628,912.67,27431,.12131545,26498.476,.1171913,80511.755,.35606867,22573,.09983062,49174,.0918385,7912,.03499135,.21516085,32543,.08153846,552,3804,273,351,2326,15.87,362,1941,1339.8,8048,929,75.66685699999999,30,13.267702,326,23,199,0,.9067015899999999,20.81446,2,2,.5157952,.2174753,.1439236,.0024413,.0168234,.0012074,.0015523,.0102869,.0355928,.0041086,2303,.0101852,144.1757,10.17190519784356,88.00909,12.169327,.8845135,.8845135
ICA,ICA,1101,391519,445752,194,195401,1045.31,35499,.09066993,47674.789,.12176877,122100.4,.31186328,41441,.10584671,97259,.17114771,30957,.07906896,.19621681,53974,.03040722,2504,6314,687,1258,6177,15.87,3075,5270,1375.8,18189,4243,49.597036,120,30.649854,643,68,543,25,.9067015899999999,20.81446,2,6,.4990843,.2484145,.1378579,.0063956,.0161269,.0017547,.0032131,.015777,.0464575,.0108373,8345,.0213144,164.2321,17.36825032757031,138.6906,12.169327,.5108309,1.532493
ICA,NAZCA,1103,69157,78472,196,35474,993.51,8151,.11786226,8253.7436,.11934791,21892.335,.31655993,7904,.11429067,17058,.21982249,7673,.11095045,.23304218,9494,.12678824,284,2038,31,123,805,15.87,63,684,657.8,4665,418,13.212172,6,8.675911299999999,118,6,71,4,.9067015899999999,20.81446,2,1,.5129488,.2466562,.1372818,.0041066,.0294692,.0004483,.0017786,.0116402,.0674552,.0060442,747,.0108015,170.6263,8.675911332186185,102.6649,12.169327,2.89197,1.445985
ICA,PALPA,1104,13232,14832,192,7281,941.93,2125,.16059553,2167.1329,.16377969,4279.9646,.32345561,1588,.12001209,3104,.13674311,1092,.08252721,.33955405,2122,.13021759,43,697,16,45,908,15.87,18,158,941.7,1480,52,10.732594,1,7.5574365,45,0,24,0,.9067015899999999,20.81446,2,1,.550257,.2345828,.1603688,.0032497,.0526753,.0012092,.0034008,.0686215,.1118501,.0039299,176,.0133011,340.0847,0,181.3785,12.169327,15.11487,7.557436
ICA,PISCO,1105,150744,174016,193,81351,905.33,18109,.12013082,16867.896,.11189763,53519.078,.35503289,14904,.09886961,36118,.13586645,9564,.06344531,.18403641,22537,0,924,4044,86,166,1179,15.87,136,987,892.1,7992,1195,37.892609,33,21.891419,250,8,130,0,.9067015899999999,20.81446,2,3,.5396633,.2395983,.1495051,.0061296,.0268269,.0005705,.0011012,.0078212,.053017,.0079273,1123,.0074497,165.8441,5.307010560951016,86.23891999999999,12.169327,1.326753,1.990129
JUNIN,CHANCHAMAYO,1203,151489,167385,130,79790,701.59,35380,.23354831,15413.951,.10174964,58728.558,.38767539,16062,.1060275,31359,.36487653,26659,.17597977,.39022637,25333,.01729149,424,2650,125,266,2028,20.32,137,787,188.1,8150,399,32.01,14,9.2415951,214,9,128,4,.9914134999999999,16.92319,4,4,.5267049,.2070051,.1672267,.0027989,.017493,.0008251,.0017559,.0133871,.0537993,.0026339,924,.0060995,141.2644,5.941025420987663,84.49458,32.98497,2.640456,2.640456
JUNIN,CHUPACA,1209,52988,57604,153,29256,768.7,10468,.19755416,8036.0398,.15165773,17471.359,.32972294,5673,.10706198,12679,.42984763,6702,.12648147,.50420639,6932,0,99,1034,5,27,1047,20.32,41,130,237.01,1614,48,45.954642,5,9.436098700000001,18,0,27,0,.9914134999999999,16.92319,4,1,.552125,.2392806,.1308221,.0018683,.0195139,.0000944,.0005095,.0197592,.0304597,.0009059,171,.0032271,33.96996,0,50.95493,32.98497,7.548879,1.88722
JUNIN,CONCEPCION,1202,55591,59138,122,33003,614.17,13692,.24629886,8739.721100000001,.15721468,19798.553,.35614673,6094,.10962206,12267,.2939152,5532,.09951251,.63979092,7842,.00220257,97,452,1,31,1112,20.32,62,309,341.27,2027,29,18.119622,4,7.1954093,60,0,31,2,.9914134999999999,16.92319,4,1,.5936753,.2206652,.141066,.0017449,.0081308,.000018,.0005576,.0200032,.0364627,.0005217,371,.0066737,107.9311,0,55.76442,32.98497,7.195409,1.798852
JUNIN,HUANCAYO,1201,545615,595183,172,293370,929.7,74880,.13723963,65304.188,.11968914,174193.71,.31926123,58305,.10686107,140056,.41418094,87291,.15998644,.23617603,64947,.01681359,1442,3576,387,212,4608,20.32,1814,4514,876.8,10192,2186,153.34448,143,26.208957,1077,42,500,71,.9914134999999999,16.92319,4,5,.5376868,.2566938,.1190345,.0026429,.0065541,.0007093,.0003886,.0084455,.0186798,.0040065,6328,.0115979,197.3919,7.697735582782732,91.63970999999999,32.98497,.7331177,.9163971
JUNIN,JAUJA,1204,83257,88405,136,48214,751.3099999999999,17533,.2105889,14681.392,.17633823,27852.882,.33454102,10844,.13024731,18694,.23187003,5783,.06945963,.5674332399999999,10821,.15972623,86,1552,22,39,471,20.32,64,512,755.7,5638,64,22.207196,6,7.2066012,166,6,83,4,.9914134999999999,16.92319,4,1,.5790985,.2245337,.1299711,.0010329,.0186411,.0002642,.0004684,.0056572,.067718,.0007687,576,.0069183,199.3826,7.206601246742016,99.69131,32.98497,4.804401,1.2011
JUNIN,JUNIN,1205,23133,22757,94,14194,559.08,5989,.25889422,3981.5896,.1721173,7619.5586,.32938048,1439,.06220551,5507,.51463567,5361,.23174686,.33974012,3812,.19373136,118,867,4,31,891,20.32,30,200,82.38,1155,81,9.801827899999999,2,8.645657699999999,66,1,25,0,.9914134999999999,16.92319,4,1,.6135823,.2380582,.1647862,.0051009,.0374789,.0001729,.0013401,.0385164,.0499287,.0035015,230,.0099425,285.3067,4.322828859205464,108.0707,32.98497,17.29132,4.322829
JUNIN,SATIPO,1206,203985,239105,83,112894,469.34,46942,.23012476,12980.804,.06363607,96342.242,.47230062,13546,.06640684,30819,.53422618,62406,.30593426,.64223153,37376,0,107,2141,29,207,1415,20.32,289,736,107.4,7071,96,10.613451,14,6.8632497,129,3,100,0,.9914134999999999,16.92319,4,3,.5534427,.1510846,.1832292,.0005245,.0104959,.0001422,.0010148,.0069368,.0346643,.0004706,1025,.0050249,63.23994,1.470696374733436,49.02321,32.98497,1.960928,1.470696
JUNIN,TARMA,1207,89590,91849,141,47409,676.78,23538,.26273022,14669.206,.16373709,29181.582,.32572365,10637,.11872977,18773,.26899894,8648,.09652863,.45024019,12245,.05670568,199,1819,42,83,1049,20.32,208,635,55.97,4921,350,32.588136,2,2.232392,138,5,52,8,.9914134999999999,16.92319,4,2,.5291774,.2095435,.1366782,.0022212,.0203036,.0004688,.0009264,.0117089,.054928,.0039067,843,.0094095,154.035,5.580980020091528,58.04219,32.98497,4.464784,2.232392
JUNIN,YAULI,1208,40390,40041,173,20707,1211.37,4928,.1220104,4150.938,.10277143,11509.287,.28495388,3927,.09722704,8257,.2213415,4460,.11042337,.14073495,4929,.01810874,18,345,0,9,229,20.32,12,46,65.03,1951,20,11.165632,0,0,99,3,17,0,.9914134999999999,16.92319,4,0,.5126764,.2044318,.1220352,.0004457,.0085417,0,.0002228,.0056697,.048304,.0004952,58,.001436,245.1102,7.427581084426839,42.08963,32.98497,9.903441000000001,0
LA LIBERTAD,ASCOPE,1302,115786,123480,143,66423,995.3099999999999,21538,.18601558,18449.358,.15934015,35630.872,.3077304,12798,.1105315,26040,.01682052,691,.00596791,.28488391,14305,.5939331,263,1974,27,347,167,13.89,38,421,508.4,3721,336,43.59823,28,24.182544,206,1,49,1,.78633663,37.14331,3,3,.5736704,.2248977,.1235469,.0022714,.0170487,.0002332,.0029969,.0014423,.0321369,.0029019,459,.0039642,177.9144,.8636622735045688,42.31945,12.3590043,2.590987,2.590987
LA LIBERTAD,BOLIVAR,1303,14457,15982,14,9717,289.35,5303,.36681193,1827.3723,.12640052,6758.2215,.46747053,1110,.07677941,2247,.02952625,295,.02040534,.86010901,1857,.00259263,71,140,4,30,150,13.89,5,20,0,573,13,8.410807200000001,0,0,10,0,12,0,.78633663,37.14331,3,1,.6721311,.1554264,.1284499,.0049111,.0096839,.0002767,.0020751,.0103756,.0396348,.0008992,25,.0017293,69.17064999999999,0,83.00478,12.3590043,20.75119,6.917064
LA LIBERTAD,CHEPEN,1304,78418,86411,124,45034,925.02,18748,.23907776,11154.243,.14224085,25319.067,.32287316,8878,.1132138,16901,.01879785,407,.00519013,.28357517,10806,.21612721,425,1649,56,105,57,13.89,97,849,139.78,3578,621,68.64140500000001,5,6.3760871,130,0,66,0,.78633663,37.14331,3,1,.5742814000000001,.2155245,.1378,.0054197,.0210283,.0007141,.001339,.0007269,.0456273,.0079191,946,.0120636,165.7783,0,84.16435,12.3590043,3.825652,1.275217
LA LIBERTAD,GRAN CHIMU,1311,26892,28290,46,16255,540.15,10527,.39145471,4069.6551,.1513333,9721.2562,.3614925,1740,.06470326,4129,.01496247,165,.00613565,.73395911,3241,.00126751,130,875,18,124,75,13.89,21,95,0,2577,53,20.931373,0,0,33,0,24,0,.78633663,37.14331,3,1,.6044549,.1535401,.1205191,.0048342,.0325376,.0006693,.004611,.0027889,.0958278,.0019708,116,.0043136,122.7131,0,89.24587,12.3590043,11.15573,3.718578
LA LIBERTAD,JULCAN,1305,28024,30987,19,19125,167.8,12438,.44383386,3927.0674,.14013229,12329.181,.43995079,1868,.06665715,4439,.00416371,86,.0030688,.92190669,4554,0,317,476,4,57,424,13.89,17,74,12.08,2095,50,25.444211,0,0,38,0,25,0,.78633663,37.14331,3,1,.6824508,.1583999,.1625036,.0113117,.0169854,.0001427,.002034,.0151299,.0747574,.0017842,91,.0032472,135.5981,0,89.20925,12.3590043,10.70511,3.56837
LA LIBERTAD,OTUZCO,1306,77862,85091,34,49300,271.49,34897,.44819039,11099.221,.14254991,31062.28,.39894017,4280,.05496905,12762,.02834843,698,.00896458,.8241925,9586,.01835729,422,1741,30,104,307,13.89,63,303,48.53,4208,254,36.88796,4,5.1372942,111,0,65,0,.78633663,37.14331,3,1,.6331715,.1639054,.1231153,.0054198,.0223601,.0003853,.0013357,.0039429,.0540443,.0032622,366,.0047006,142.5599,0,83.48103,12.3590043,3.852971,1.284324
LA LIBERTAD,PACASMAYO,1307,102897,112970,133,59137,932.18,21744,.21131811,15115.547,.14689979,33168.484,.32234646,9808,.09531862,22115,.01690961,444,.00431499,.23541895,12700,0,223,2608,31,209,325,13.89,76,1032,238.86,5641,168,91.328428,3,2.9155369,126,0,72,0,.78633663,37.14331,3,3,.5747203,.2149237,.1234244,.0021672,.0253457,.0003013,.0020312,.0031585,.0548218,.0016327,1108,.010768,122.4526,0,69.97289000000001,12.3590043,2.915537,2.915537
LA LIBERTAD,PATAZ,1308,76103,85092,29,47963,552.26,24887,.32701733,7452.5914,.0979277,32807.201,.43108946,5874,.07718487,12207,.05162121,1603,.02106356,.77809929,7703,.00047608,392,510,15,117,61,13.89,43,79,211.21,2610,168,18.006152,5,6.5700432,53,0,39,0,.78633663,37.14331,3,2,.630238,.160401,.1012181,.0051509,.0067014,.0001971,.0015374,.0008015,.0342956,.0022075,122,.0016031,69.64246,0,51.24634,12.3590043,3.942026,2.628017
LA LIBERTAD,SANCHEZ CARRION,1309,144405,168670,24,95523,305.03,55113,.38165576,13875.459,.09608711,68783.113,.47632086,8083,.05597452,27189,.02520366,648,.00448738,.77178754,21926,0,448,2009,7,102,132,13.89,70,157,8.818,4038,76,58.086448,14,9.694955200000001,86,0,57,0,.78633663,37.14331,3,0,.6614937,.188283,.1518368,.0031024,.0139123,.0000485,.0007063,.0009141,.027963,.0005263,227,.001572,59.55473,0,39.47232,12.3590043,2.07749,0
LA LIBERTAD,SANTIAGO DE CHUCO,1310,50896,55868,38,36237,404.56,18557,.36460626,6692.0971,.13148572,21740.934,.42716389,3756,.07379755,8529,.05542265,722,.01418579,.8381113,7574,.00156081,104,1071,23,59,183,13.89,26,189,9.5,3022,91,19.141318,5,9.8239547,59,0,35,0,.78633663,37.14331,3,4,.7119813,.167577,.1488133,.0020434,.0210429,.0004519,.0011592,.0035956,.059376,.001788,215,.0042243,115.9227,0,68.76768,12.3590043,5.894373,7.859164
LA LIBERTAD,TRUJILLO,1301,970016,1118724,165,500337,1164.18,140124,.14445535,120221.17,.1239373,306657.58,.31613662,92366,.09522111,242300,.0369202,7938,.00818337,.19578851,113664,.20702487,3755,14884,443,1705,1039,13.89,670,3734,599.8,25708,4261,548.4499499999999,286,29.48405,1945,85,1159,101,.78633663,37.14331,3,14,.5158029,.2497897,.1171774,.0038711,.0153441,.0004567,.0017577,.0010711,.0265027,.0043927,4404,.0045401,200.5122,8.762742057862964,119.4826,12.3590043,.3092732,1.443275
LA LIBERTAD,VIRU,1312,92324,105206,98,47617,906.62,24820,.26883584,7128.3776,.07721045,35080.563,.3799723,6530,.07072917,18670,.03316813,836,.00905507,.53653072,13322,.02183591,364,1559,37,175,139,13.89,76,300,38.806,4802,378,2.874459,31,33.577401,47,0,47,1,.78633663,37.14331,3,1,.5157597,.2022226,.1442962,.0039426,.0168862,.0004008,.0018955,.0015056,.0520125,.0040943,376,.0040726,50.90767,0,50.90767,12.3590043,3.249426,1.083142
LAMBAYEQUE,CHICLAYO,1401,799675,862709,177,435941,846.61,124257,.15538437,106506.12,.13318676,245457.78,.30694692,85292,.10665833,192143,.03042627,6713,.00839466,.20386269,102816,.62141917,5349,10195,900,1371,895,14.04,20341,12149,1410.6,25253,7456,243.20498,88,11.004471,1715,88,713,34,.63257275,26.0183,3,1,.5451477,.2402764,.1285722,.006689,.0127489,.0011255,.0017144,.0011192,.0315791,.0093238,32490,.040629,214.4621,11.00447056616751,89.16122,4.251727,.3751524,.1250508
LAMBAYEQUE,FERREÑAFE,1402,97415,107241,118,60777,559.53,23936,.24571165,12646.452,.12982038,38516.261,.39538327,10130,.10398809,19882,.22464994,20285,.20823282,.54848398,13996,.15483135,882,2156,73,240,169,14.04,130,566,289,7361,885,61.709743,3,3.0796079,80,0,74,0,.63257275,26.0183,3,1,.6238977,.2040959,.143674,.009054,.0221321,.0007494,.0024637,.0017348,.0755633,.0090848,696,.0071447,82.12287999999999,0,75.96366,4.251727,3.079608,1.026536
