departamento;provincia;ubigeo;pob2017;pob2020;pobreza;desempleo_n;ingreso_porc;nosec25;nosec25_porc;p65amas;p65amas_porc;p17amenos;p17amenos_porc;pmayorde5disc;pmayorde5disc_porc;hogarmonop;pobind;esp2dalengua;esp2dalengua_porc;vivprecaria;hacinam;carret_asfalt;adultos_hta_freq;adultos_hyperchol_freq;adultos_ecv_freq;adultos_asma_freq;adultos_epoc_freq;tabaco;cancer_c;cancer_d;vih;obes_imc30_freq;adultos_diabetes_freq;densidadpob;mortalidad_iras;mortalidad_irasx100000;n_camas_hospitalarias;n_camas_uci;n_medicos;n_ventiladores;gastoregsalud_porc;gastoxcapitasalud;labcovid;n_emergencia;desempleo_porc;hogarmonop_porc;hacinam_porc;hta_porc;coles_porc;ecv_porc;asma_porc;epoc_porc;obesidad_porc;diabetes_porc;cancer_n;cancer_porc;camas_hospix100mil;camas_ucix100mil;medicosx100mil;ventiladoresx100mil;labcovidx100mil;emergenciax100mil
LA LIBERTAD;SANCHEZ CARRION;1309;144405;168670;24;95523;305;55113;0;13875;0;68783;0;8083;0;27189;0;648;0;1;21926;0;448;2009;7;102;132;14;70;157;9;4038;76;58;14;10;86;0;57;0;1;37;3;0;1;0;0;0;0;0;0;0;0;0;227;0;60;0;39;12;2;0
LA LIBERTAD;SANTIAGO DE CHUCO;1310;50896;55868;38;36237;405;18557;0;6692;0;21741;0;3756;0;8529;0;722;0;1;7574;0;104;1071;23;59;183;14;26;189;10;3022;91;19;5;10;59;0;35;0;1;37;3;4;1;0;0;0;0;0;0;0;0;0;215;0;116;0;69;12;6;8
LA LIBERTAD;TRUJILLO;1301;970016;1118724;165;500337;1164;140124;0;120221;0;306658;0;92366;0;242300;0;7938;0;0;113664;0;3755;14884;443;1705;1039;14;670;3734;600;25708;4261;548;286;29;1945;85;1159;101;1;37;3;14;1;0;0;0;0;0;0;0;0;0;4404;0;201;9;119;12;0;1
LA LIBERTAD;VIRU;1312;92324;105206;98;47617;907;24820;0;7128;0;35081;0;6530;0;18670;0;836;0;1;13322;0;364;1559;37;175;139;14;76;300;39;4802;378;3;31;34;47;0;47;1;1;37;3;1;1;0;0;0;0;0;0;0;0;0;376;0;51;0;51;12;3;1
LAMBAYEQUE;CHICLAYO;1401;799675;862709;177;435941;847;124257;0;106506;0;245458;0;85292;0;192143;0;6713;0;0;102816;1;5349;10195;900;1371;895;14;20341;12149;1411;25253;7456;243;88;11;1715;88;713;34;1;26;3;1;1;0;0;0;0;0;0;0;0;0;32490;0;214;11;89;4;0;0
LAMBAYEQUE;FERREÑAFE;1402;97415;107241;118;60777;560;23936;0;12646;0;38516;0;10130;0;19882;0;20285;0;1;13996;0;882;2156;73;240;169;14;130;566;289;7361;885;62;3;3;80;0;74;0;1;26;3;1;1;0;0;0;0;0;0;0;0;0;696;0;82;0;76;4;3;1
LAMBAYEQUE;LAMBAYEQUE;1403;300170;340835;130;178116;693;74345;0;34366;0;117228;0;22744;0;52604;0;3041;0;0;46031;0;3485;4883;134;496;356;14;593;2818;257;13309;2711;32;9;3;222;0;189;0;1;26;3;1;1;0;0;0;0;0;0;0;0;0;3411;0;74;0;63;4;1;0
LIMA;BARRANCA;1502;144381;151095;176;77969;1150;26688;0;21223;0;47574;0;16130;0;32795;0;15001;0;0;18833;0;1283;3833;555;664;806;22;214;2227;662;7804;1546;106;22;15;199;6;212;1;1;623;39;3;1;0;0;0;0;0;0;0;0;0;2441;0;138;4;147;25;27;2
LIMA;CAJATAMBO;1503;6559;6332;105;4099;473;2150;0;1548;0;2358;0;969;0;1171;0;1489;0;1;1017;0;103;46;4;47;146;22;9;13;0;444;38;4;0;0;3;0;7;0;1;623;39;0;1;0;0;0;0;0;0;0;0;0;22;0;46;0;107;25;595;0
LIMA;CANTA;1504;11548;11593;168;5788;1039;3009;0;2382;0;3487;0;1206;0;1893;0;1164;0;0;1773;0;19;259;0;51;1076;22;2;8;580;1311;50;7;1;9;12;0;15;0;1;623;39;1;1;0;0;0;0;0;0;0;0;0;10;0;104;0;130;25;338;9
LIMA;CAÑETE;1505;240013;250420;167;120611;1324;3226;0;28418;0;81243;0;25192;0;53038;0;16580;0;0;32938;0;805;3696;174;1061;1019;22;431;1920;1107;10388;1205;52;32;13;270;19;233;6;1;623;39;11;1;0;0;0;0;0;0;0;0;0;2351;0;112;8;97;25;16;5
LIMA;HUARAL;1506;183898;194375;175;97169;1196;35017;0;24693;0;58214;0;19599;0;38955;0;23036;0;0;24919;0;1352;5336;560;1105;1271;22;247;2842;578;14536;3718;50;31;17;212;14;275;9;1;623;39;2;1;0;0;0;0;0;0;0;0;0;3089;0;115;8;150;25;21;1
LIMA;HUAROCHIRI;1507;58145;62381;159;29216;940;11932;0;9639;0;19527;0;6739;0;12645;0;5188;0;0;8274;0;464;1741;36;457;1519;22;56;442;1127;6528;428;10;6;10;36;0;95;0;1;623;39;4;1;0;0;0;0;0;0;0;0;0;498;0;62;0;163;25;67;7
LIMA;HUAURA;1508;227685;240717;1699;117400;1222;35504;0;31829;0;72010;0;25728;0;52294;0;17816;0;0;30117;0;1020;3454;409;633;891;22;264;2208;1031;13734;1570;47;23;10;328;24;250;15;1;623;39;1;1;0;0;0;0;0;0;0;0;0;2472;0;144;11;110;25;17;0
LIMA;LIMA;1501;8574974;9674755;170;4160922;1531;765570;0;1114796;0;2433313;0;932153;0;1914741;0;739306;0;0;1085258;1;58996;103167;18170;35191;26480;22;43606;115868;8237;183301;69585;3209;1153;13;17934;310;12674;853;1;623;39;29;0;0;0;0;0;0;0;0;0;0;159474;0;209;4;148;25;0;0
LIMA;OYON;1509;17739;17137;138;9640;991;3785;0;2291;0;5905;0;1767;0;3153;0;2589;0;1;2432;0;127;196;6;42;354;22;9;51;145;1429;60;9;0;0;15;0;12;0;1;623;39;0;1;0;0;0;0;0;0;0;0;0;60;0;85;0;68;25;220;0
LIMA;YAUYOS;1510;20463;19665;127;10048;555;5429;0;4708;0;6093;0;2557;0;3441;0;2360;0;1;3137;0;150;276;10;70;340;22;13;51;250;1407;21;3;0;0;30;0;23;0;1;623;39;1;0;0;0;0;0;0;0;0;0;0;64;0;147;0;112;25;191;5
LORETO;ALTO AMAZONAS;1602;122725;149892;82;75150;662;32332;0;10290;0;61030;0;9280;0;20491;0;12759;0;0;20456;0;716;1947;58;175;387;21;210;929;538;2717;801;7;14;11;168;7;87;4;1;27;2;3;1;0;0;0;0;0;0;0;0;0;1139;0;137;6;71;5;2;2
LORETO;DATEM DEL MARAÑON;1607;48482;59870;44;26699;417;12197;0;2192;0;29809;1;2738;0;7556;0;13815;0;0;8293;0;365;460;5;216;138;21;41;130;72;692;211;1;0;0;29;0;22;0;1;27;2;3;1;0;0;0;0;0;0;0;0;0;171;0;60;0;45;5;4;6
LORETO;LORETO;1603;62437;71904;47;41618;499;16330;0;4875;0;33794;1;3976;0;9103;0;2839;0;0;10838;0;1566;454;14;141;168;21;44;144;255;831;489;1;2;3;53;0;21;0;1;27;2;1;1;0;0;0;0;0;0;0;0;0;188;0;85;0;34;5;3;2
LORETO;MARISCAL RAMON CASTILLA;1604;49072;59232;49;29743;510;13706;0;3837;0;27870;1;2872;0;6197;0;6260;0;0;8185;0;520;300;9;64;87;21;15;68;141;832;159;1;3;6;48;0;19;0;1;27;2;2;1;0;0;0;0;0;0;0;0;0;83;0;98;0;39;5;4;4
LORETO;MAYNAS;1601;479866;550551;144;277941;984;76725;0;53459;0;200860;0;40774;0;104762;0;30918;0;0;69831;0;6177;7919;410;838;761;21;1830;3855;1163;13331;5422;4;72;15;700;49;373;6;1;27;2;9;1;0;0;0;0;0;0;0;0;0;5685;0;146;10;78;5;0;2
LORETO;PUTUMAYO;1608;7780;9174;51;4485;679;2129;0;591;0;4072;1;450;0;1014;0;1837;0;0;1267;0;72;133;4;73;69;21;1;29;372;191;46;0;0;0;10;0;9;0;1;27;2;1;1;0;0;0;0;0;0;0;0;0;30;0;129;0;116;5;26;13
LORETO;REQUENA;1605;58511;64459;31;36883;479;14308;0;5350;0;31063;1;4446;0;9059;0;2794;0;0;9610;0;569;568;8;90;180;21;15;84;502;319;249;1;2;3;46;0;17;0;1;27;2;0;1;0;0;0;0;0;0;0;0;0;99;0;79;0;29;5;3;0
LORETO;UCAYALI;1606;54637;62477;56;34356;568;13063;0;4727;0;29550;1;4110;0;8847;0;6445;0;0;8914;0;681;609;10;138;139;21;36;146;92;556;409;2;1;2;58;5;19;0;1;27;2;1;1;0;0;0;0;0;0;0;0;0;182;0;106;9;35;5;4;2
MADRE DE DIOS;MANU;1702;18549;21118;188;8901;1249;3746;0;979;0;7563;0;1511;0;2741;1;8006;0;0;3192;0;122;340;3;25;134;28;13;99;190;1216;135;1;0;0;5;0;19;0;1;52;0;2;0;0;0;0;0;0;0;0;0;0;112;0;27;0;102;17;0;11
MADRE DE DIOS;TAHUAMANU;1703;11047;12479;190;5491;1404;2008;0;909;0;4108;0;844;0;1523;0;1537;0;0;1727;0;411;2005;3;122;774;28;55;79;536;6869;704;1;0;0;22;0;12;0;1;52;0;2;0;0;0;0;0;0;0;0;1;0;134;0;199;0;109;17;0;18
MADRE DE DIOS;TAMBOPATA;1701;111474;140214;191;54710;1248;15955;0;7328;0;44997;0;9529;0;23012;0;20721;0;0;17423;0;98;56;17;33;515;28;16;479;1568;1153;140;3;38;34;192;28;141;19;1;52;0;7;0;0;0;0;0;0;0;0;0;0;495;0;172;25;126;17;0;6
MOQUEGUA;GENERAL SANCHEZ CERRO;1802;14865;14503;152;8662;757;4657;0;3775;0;3810;0;2170;0;2632;1;5859;0;1;2232;0;69;650;1;56;127;16;16;44;227;2439;37;3;0;0;38;0;29;0;1;27;2;0;1;0;0;0;0;0;0;0;0;0;60;0;256;0;195;26;13;0
MOQUEGUA;ILO;1803;74649;82686;189;38705;1362;7302;0;9310;0;22430;0;8670;0;18295;0;11783;0;0;9923;0;20;1734;15;261;348;16;54;566;74;3917;49;143;7;9;147;6;85;0;1;27;2;4;1;0;0;0;0;0;0;0;0;0;620;0;197;8;114;26;3;5
MOQUEGUA;MARISCAL NIETO;1801;85349;95551;185;42730;1425;11542;0;10865;0;24179;0;9170;0;20907;0;18873;0;0;10806;0;179;1730;53;138;495;16;109;739;96;5968;185;10;22;26;272;26;118;22;1;27;2;1;1;0;0;0;0;0;0;0;0;0;848;0;319;30;138;26;2;1
PASCO;DANIEL ALCIDES CARRION;1902;43580;46179;2;31363;302;10461;0;6041;0;11686;0;4770;0;7049;1;10700;0;1;7194;0;133;939;3;23;690;22;23;84;125;2275;44;23;0;0;84;0;24;0;1;23;1;0;1;0;0;0;0;0;0;0;0;0;107;0;193;0;55;16;2;0
PASCO;OXAPAMPA;1903;87470;100561;90;45379;638;23042;0;8967;0;36572;0;7522;0;14675;0;17372;0;0;14163;0;911;2316;27;238;334;22;121;655;130;6463;690;5;6;7;244;8;83;0;1;23;1;2;1;0;0;0;0;0;0;0;0;0;776;0;279;9;95;16;1;2
PASCO;PASCO;1901;123015;125164;110;70901;761;17451;0;11485;0;43114;0;12165;0;27520;0;17112;0;0;16611;0;513;754;28;102;956;22;122;538;193;4462;224;26;4;3;332;13;92;20;1;23;1;1;1;0;0;0;0;0;0;0;0;0;660;0;270;11;75;16;1;1
PIURA;AYABACA;2002;119287;127737;8;84985;234;46407;0;16255;0;54222;0;8314;0;17608;0;1063;0;1;15655;0;1243;2304;40;131;188;11;133;285;21;5123;561;23;7;6;114;0;71;0;1;30;1;5;1;0;0;0;0;0;0;0;0;0;418;0;96;0;60;9;1;4
